code_norm,code_description,n,pct,period,law,scope,n_win,n_bse
A1,"Technical/financial assistance, advice, training & education",759,11.389555822328932,spike window,ARRA,All CE,6664,6529
A10,A10,39,0.5852340936374549,spike window,ARRA,All CE,6664,6529
A11,Technical advice and planning assistance,1201,18.02220888355342,spike window,ARRA,All CE,6664,6529
A12,A12,43,0.6452581032412965,spike window,ARRA,All CE,6664,6529
A13,A13,42,0.6302521008403361,spike window,ARRA,All CE,6664,6529
A14,A14,42,0.6302521008403361,spike window,ARRA,All CE,6664,6529
A15,A15,36,0.5402160864345739,spike window,ARRA,All CE,6664,6529
A2,A2,49,0.7352941176470589,spike window,ARRA,All CE,6664,6529
A2.3,A2.3,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
A22,A22,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
A3,A3,4,0.060024009603841535,spike window,ARRA,All CE,6664,6529
A4,A4,38,0.5702280912364946,spike window,ARRA,All CE,6664,6529
A5,A5,37,0.5552220888355343,spike window,ARRA,All CE,6664,6529
A5.1,A5.1,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
A6,A6,37,0.5552220888355343,spike window,ARRA,All CE,6664,6529
A7,A7,172,2.581032412965186,spike window,ARRA,All CE,6664,6529
A8,A8,72,1.0804321728691477,spike window,ARRA,All CE,6664,6529
A9,"Information gathering, data analysis & document preparation",2442,36.644657863145255,spike window,ARRA,All CE,6664,6529
B1,B1,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
B1.1,B1.1,3,0.045018007202881155,spike window,ARRA,All CE,6664,6529
B1.10,B1.10,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B1.11,B1.11,43,0.6452581032412965,spike window,ARRA,All CE,6664,6529
B1.12,B1.12,19,0.2851140456182473,spike window,ARRA,All CE,6664,6529
B1.13,B1.13,87,1.3055222088835534,spike window,ARRA,All CE,6664,6529
B1.14,B1.14,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
B1.15,B1.15,207,3.1062424969987994,spike window,ARRA,All CE,6664,6529
B1.16,B1.16,56,0.8403361344537815,spike window,ARRA,All CE,6664,6529
B1.17,B1.17,25,0.3751500600240096,spike window,ARRA,All CE,6664,6529
B1.18,B1.18,20,0.30012004801920766,spike window,ARRA,All CE,6664,6529
B1.19,B1.19,26,0.39015606242497,spike window,ARRA,All CE,6664,6529
B1.2,B1.2,64,0.9603841536614646,spike window,ARRA,All CE,6664,6529
B1.20,B1.20,15,0.22509003601440578,spike window,ARRA,All CE,6664,6529
B1.21,B1.21,15,0.22509003601440578,spike window,ARRA,All CE,6664,6529
B1.22,B1.22,53,0.7953181272509003,spike window,ARRA,All CE,6664,6529
B1.23,B1.23,108,1.6206482593037215,spike window,ARRA,All CE,6664,6529
B1.24,B1.24,141,2.1158463385354143,spike window,ARRA,All CE,6664,6529
B1.25,B1.25,52,0.78031212484994,spike window,ARRA,All CE,6664,6529
B1.26,B1.26,26,0.39015606242497,spike window,ARRA,All CE,6664,6529
B1.264,B1.264,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
B1.27,B1.27,51,0.7653061224489796,spike window,ARRA,All CE,6664,6529
B1.28,B1.28,46,0.6902761104441777,spike window,ARRA,All CE,6664,6529
B1.29,B1.29,27,0.40516206482593037,spike window,ARRA,All CE,6664,6529
B1.3,Routine maintenance activities,402,6.032412965186074,spike window,ARRA,All CE,6664,6529
B1.30,B1.30,29,0.43517406962785116,spike window,ARRA,All CE,6664,6529
B1.31,"Installation of fences, gates, and signs",124,1.8607442977190876,spike window,ARRA,All CE,6664,6529
B1.32,B1.32,192,2.881152460984394,spike window,ARRA,All CE,6664,6529
B1.33,B1.33,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B1.35,B1.35,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B1.4,B1.4,97,1.4555822328931574,spike window,ARRA,All CE,6664,6529
B1.5,B1.5,48,0.7202881152460985,spike window,ARRA,All CE,6664,6529
B1.6,B1.6,16,0.24009603841536614,spike window,ARRA,All CE,6664,6529
B1.7,B1.7,131,1.9657863145258103,spike window,ARRA,All CE,6664,6529
B1.8,B1.8,16,0.24009603841536614,spike window,ARRA,All CE,6664,6529
B1.9,B1.9,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B2,B2,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
B2.1,B2.1,137,2.0558223289315727,spike window,ARRA,All CE,6664,6529
B2.2,B2.2,221,3.316326530612245,spike window,ARRA,All CE,6664,6529
B2.3,B2.3,74,1.1104441776710685,spike window,ARRA,All CE,6664,6529
B2.32,B2.32,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B2.4,B2.4,4,0.060024009603841535,spike window,ARRA,All CE,6664,6529
B2.5,B2.5,817,12.259903961584634,spike window,ARRA,All CE,6664,6529
B2.6,B2.6,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B3,B3,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
B3.1,Site characterization and environmental monitoring,419,6.287515006002401,spike window,ARRA,All CE,6664,6529
B3.10,B3.10,12,0.18007202881152462,spike window,ARRA,All CE,6664,6529
B3.11,B3.11,83,1.2454981992797118,spike window,ARRA,All CE,6664,6529
B3.12,B3.12,17,0.25510204081632654,spike window,ARRA,All CE,6664,6529
B3.13,B3.13,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
B3.14,B3.14,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
B3.15,B3.15,6,0.09003601440576231,spike window,ARRA,All CE,6664,6529
B3.2,B3.2,3,0.045018007202881155,spike window,ARRA,All CE,6664,6529
B3.3,B3.3,60,0.9003601440576231,spike window,ARRA,All CE,6664,6529
B3.4,B3.4,18,0.27010804321728693,spike window,ARRA,All CE,6664,6529
B3.6,"Small-scale research, development & demonstration projects",1585,23.78451380552221,spike window,ARRA,All CE,6664,6529
B3.7,B3.7,69,1.0354141656662665,spike window,ARRA,All CE,6664,6529
B3.8,B3.8,70,1.050420168067227,spike window,ARRA,All CE,6664,6529
B3.9,B3.9,45,0.6752701080432173,spike window,ARRA,All CE,6664,6529
B4.1,B4.1,23,0.34513805522208885,spike window,ARRA,All CE,6664,6529
B4.10,B4.10,8,0.12004801920768307,spike window,ARRA,All CE,6664,6529
B4.11,B4.11,59,0.8853541416566627,spike window,ARRA,All CE,6664,6529
B4.12,B4.12,13,0.195078031212485,spike window,ARRA,All CE,6664,6529
B4.13,B4.13,23,0.34513805522208885,spike window,ARRA,All CE,6664,6529
B4.2,B4.2,7,0.10504201680672269,spike window,ARRA,All CE,6664,6529
B4.3,B4.3,3,0.045018007202881155,spike window,ARRA,All CE,6664,6529
B4.4,B4.4,65,0.975390156062425,spike window,ARRA,All CE,6664,6529
B4.6,B4.6,176,2.6410564225690276,spike window,ARRA,All CE,6664,6529
B4.7,B4.7,24,0.36014405762304924,spike window,ARRA,All CE,6664,6529
B4.8,B4.8,34,0.5102040816326531,spike window,ARRA,All CE,6664,6529
B4.9,B4.9,9,0.13505402160864347,spike window,ARRA,All CE,6664,6529
B5,B5,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
B5.1,Actions to conserve energy or water,3311,49.68487394957983,spike window,ARRA,All CE,6664,6529
B5.12,B5.12,39,0.5852340936374549,spike window,ARRA,All CE,6664,6529
B5.13,B5.13,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B5.14,B5.14,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B5.15,B5.15,7,0.10504201680672269,spike window,ARRA,All CE,6664,6529
B5.16,B5.16,12,0.18007202881152462,spike window,ARRA,All CE,6664,6529
B5.17,B5.17,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B5.18,B5.18,15,0.22509003601440578,spike window,ARRA,All CE,6664,6529
B5.19,B5.19,10,0.15006002400960383,spike window,ARRA,All CE,6664,6529
B5.2,B5.2,47,0.7052821128451381,spike window,ARRA,All CE,6664,6529
B5.20,B5.20,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B5.21,B5.21,2,0.030012004801920768,spike window,ARRA,All CE,6664,6529
B5.22,B5.22,20,0.30012004801920766,spike window,ARRA,All CE,6664,6529
B5.23,B5.23,17,0.25510204081632654,spike window,ARRA,All CE,6664,6529
B5.25,B5.25,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
B5.3,B5.3,21,0.31512605042016806,spike window,ARRA,All CE,6664,6529
B5.4,B5.4,27,0.40516206482593037,spike window,ARRA,All CE,6664,6529
B5.5,B5.5,23,0.34513805522208885,spike window,ARRA,All CE,6664,6529
B5.6,B5.6,19,0.2851140456182473,spike window,ARRA,All CE,6664,6529
B5.7,B5.7,4,0.060024009603841535,spike window,ARRA,All CE,6664,6529
B6,B6,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
B6.1,B6.1,66,0.9903961584633854,spike window,ARRA,All CE,6664,6529
B6.10,B6.10,17,0.25510204081632654,spike window,ARRA,All CE,6664,6529
B6.2,B6.2,19,0.2851140456182473,spike window,ARRA,All CE,6664,6529
B6.3,B6.3,17,0.25510204081632654,spike window,ARRA,All CE,6664,6529
B6.4,B6.4,13,0.195078031212485,spike window,ARRA,All CE,6664,6529
B6.5,B6.5,18,0.27010804321728693,spike window,ARRA,All CE,6664,6529
B6.6,B6.6,25,0.3751500600240096,spike window,ARRA,All CE,6664,6529
B6.8,B6.8,29,0.43517406962785116,spike window,ARRA,All CE,6664,6529
B6.9,B6.9,18,0.27010804321728693,spike window,ARRA,All CE,6664,6529
B84.6,B84.6,1,0.015006002400960384,spike window,ARRA,All CE,6664,6529
A010,A010,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
A020,A020,2,0.030632562413845918,baseline,ARRA,All CE,6664,6529
A1,"Technical/financial assistance, advice, training & education",244,3.737172614489202,baseline,ARRA,All CE,6664,6529
A11,Technical advice and planning assistance,494,7.566242916219942,baseline,ARRA,All CE,6664,6529
A12,A12,6,0.09189768724153775,baseline,ARRA,All CE,6664,6529
A2,A2,7,0.10721396844846072,baseline,ARRA,All CE,6664,6529
A3,A3,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
A5,A5,2,0.030632562413845918,baseline,ARRA,All CE,6664,6529
A6,A6,2,0.030632562413845918,baseline,ARRA,All CE,6664,6529
A8,A8,28,0.4288558737938429,baseline,ARRA,All CE,6664,6529
A9,"Information gathering, data analysis & document preparation",938,14.366671772093735,baseline,ARRA,All CE,6664,6529
B005,B005,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B030,B030,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B1,B1,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B1.1,B1.1,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B1.10,B1.10,2,0.030632562413845918,baseline,ARRA,All CE,6664,6529
B1.11,B1.11,48,0.735181497932302,baseline,ARRA,All CE,6664,6529
B1.12,B1.12,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B1.13,B1.13,43,0.6586000918976872,baseline,ARRA,All CE,6664,6529
B1.15,B1.15,307,4.702098330525349,baseline,ARRA,All CE,6664,6529
B1.16,B1.16,67,1.0261908408638383,baseline,ARRA,All CE,6664,6529
B1.17,B1.17,35,0.5360698422423036,baseline,ARRA,All CE,6664,6529
B1.18,B1.18,3,0.04594884362076888,baseline,ARRA,All CE,6664,6529
B1.19,B1.19,119,1.822637463623832,baseline,ARRA,All CE,6664,6529
B1.2,B1.2,42,0.6432838106907642,baseline,ARRA,All CE,6664,6529
B1.20,B1.20,37,0.5667024046561495,baseline,ARRA,All CE,6664,6529
B1.21,B1.21,2,0.030632562413845918,baseline,ARRA,All CE,6664,6529
B1.22,B1.22,39,0.5973349670699954,baseline,ARRA,All CE,6664,6529
B1.23,B1.23,170,2.603767805176903,baseline,ARRA,All CE,6664,6529
B1.24,B1.24,138,2.1136468065553684,baseline,ARRA,All CE,6664,6529
B1.25,B1.25,55,0.8423954663807628,baseline,ARRA,All CE,6664,6529
B1.26,B1.26,12,0.1837953744830755,baseline,ARRA,All CE,6664,6529
B1.27,B1.27,38,0.5820186858630725,baseline,ARRA,All CE,6664,6529
B1.28,B1.28,28,0.4288558737938429,baseline,ARRA,All CE,6664,6529
B1.3,Routine maintenance activities,1897,29.054985449532854,baseline,ARRA,All CE,6664,6529
B1.30,B1.30,31,0.4748047174146117,baseline,ARRA,All CE,6664,6529
B1.31,"Installation of fences, gates, and signs",285,4.3651401439730435,baseline,ARRA,All CE,6664,6529
B1.32,B1.32,23,0.35227446775922805,baseline,ARRA,All CE,6664,6529
B1.33,B1.33,50,0.765814060346148,baseline,ARRA,All CE,6664,6529
B1.34,B1.34,26,0.39822331137999695,baseline,ARRA,All CE,6664,6529
B1.35,B1.35,10,0.1531628120692296,baseline,ARRA,All CE,6664,6529
B1.36,B1.36,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B1.4,B1.4,39,0.5973349670699954,baseline,ARRA,All CE,6664,6529
B1.5,B1.5,15,0.22974421810384438,baseline,ARRA,All CE,6664,6529
B1.6,B1.6,10,0.1531628120692296,baseline,ARRA,All CE,6664,6529
B1.7,B1.7,95,1.455046714657681,baseline,ARRA,All CE,6664,6529
B1.8,B1.8,4,0.061265124827691836,baseline,ARRA,All CE,6664,6529
B1.9,B1.9,4,0.061265124827691836,baseline,ARRA,All CE,6664,6529
B10.7,B10.7,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B2.1,B2.1,128,1.9604839944861387,baseline,ARRA,All CE,6664,6529
B2.2,B2.2,177,2.7109817736253636,baseline,ARRA,All CE,6664,6529
B2.3,B2.3,53,0.8117629039669169,baseline,ARRA,All CE,6664,6529
B2.4,B2.4,13,0.19911165568999847,baseline,ARRA,All CE,6664,6529
B2.5,B2.5,170,2.603767805176903,baseline,ARRA,All CE,6664,6529
B2.6,B2.6,2,0.030632562413845918,baseline,ARRA,All CE,6664,6529
B3,B3,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B3.1,Site characterization and environmental monitoring,356,5.452596109664573,baseline,ARRA,All CE,6664,6529
B3.10,B3.10,33,0.5054372798284577,baseline,ARRA,All CE,6664,6529
B3.11,B3.11,106,1.6235258079338337,baseline,ARRA,All CE,6664,6529
B3.12,B3.12,10,0.1531628120692296,baseline,ARRA,All CE,6664,6529
B3.13,B3.13,4,0.061265124827691836,baseline,ARRA,All CE,6664,6529
B3.14,B3.14,3,0.04594884362076888,baseline,ARRA,All CE,6664,6529
B3.15,B3.15,68,1.0415071220707612,baseline,ARRA,All CE,6664,6529
B3.16,B3.16,38,0.5820186858630725,baseline,ARRA,All CE,6664,6529
B3.2,B3.2,59,0.9036605912084545,baseline,ARRA,All CE,6664,6529
B3.3,B3.3,27,0.4135395925869199,baseline,ARRA,All CE,6664,6529
B3.4,B3.4,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B3.6,"Small-scale research, development & demonstration projects",1838,28.151324858324397,baseline,ARRA,All CE,6664,6529
B3.7,B3.7,46,0.7045489355184561,baseline,ARRA,All CE,6664,6529
B3.8,B3.8,24,0.367590748966151,baseline,ARRA,All CE,6664,6529
B3.9,B3.9,14,0.21442793689692144,baseline,ARRA,All CE,6664,6529
B4.1,B4.1,11,0.16847909327615254,baseline,ARRA,All CE,6664,6529
B4.10,B4.10,29,0.4441721550007658,baseline,ARRA,All CE,6664,6529
B4.11,B4.11,81,1.2406187777607598,baseline,ARRA,All CE,6664,6529
B4.12,B4.12,35,0.5360698422423036,baseline,ARRA,All CE,6664,6529
B4.13,B4.13,46,0.7045489355184561,baseline,ARRA,All CE,6664,6529
B4.2,B4.2,69,1.0568234032776842,baseline,ARRA,All CE,6664,6529
B4.3,B4.3,8,0.12253024965538367,baseline,ARRA,All CE,6664,6529
B4.4,B4.4,23,0.35227446775922805,baseline,ARRA,All CE,6664,6529
B4.5,B4.5,2,0.030632562413845918,baseline,ARRA,All CE,6664,6529
B4.6,B4.6,121,1.853270026037678,baseline,ARRA,All CE,6664,6529
B4.7,B4.7,67,1.0261908408638383,baseline,ARRA,All CE,6664,6529
B4.8,B4.8,9,0.13784653086230664,baseline,ARRA,All CE,6664,6529
B4.9,B4.9,71,1.0874559656915301,baseline,ARRA,All CE,6664,6529
B5.1,Actions to conserve energy or water,80,1.2253024965538368,baseline,ARRA,All CE,6664,6529
B5.12,B5.12,11,0.16847909327615254,baseline,ARRA,All CE,6664,6529
B5.13,B5.13,7,0.10721396844846072,baseline,ARRA,All CE,6664,6529
B5.14,B5.14,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B5.15,B5.15,18,0.2756930617246133,baseline,ARRA,All CE,6664,6529
B5.16,B5.16,12,0.1837953744830755,baseline,ARRA,All CE,6664,6529
B5.17,B5.17,2,0.030632562413845918,baseline,ARRA,All CE,6664,6529
B5.18,B5.18,2,0.030632562413845918,baseline,ARRA,All CE,6664,6529
B5.19,B5.19,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B5.2,B5.2,12,0.1837953744830755,baseline,ARRA,All CE,6664,6529
B5.20,B5.20,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B5.21,B5.21,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B5.22,B5.22,8,0.12253024965538367,baseline,ARRA,All CE,6664,6529
B5.23,B5.23,25,0.382907030173074,baseline,ARRA,All CE,6664,6529
B5.24,B5.24,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
B5.25,B5.25,25,0.382907030173074,baseline,ARRA,All CE,6664,6529
B5.3,B5.3,13,0.19911165568999847,baseline,ARRA,All CE,6664,6529
B5.4,B5.4,19,0.29100934293153624,baseline,ARRA,All CE,6664,6529
B5.5,B5.5,5,0.0765814060346148,baseline,ARRA,All CE,6664,6529
B5.6,B5.6,9,0.13784653086230664,baseline,ARRA,All CE,6664,6529
B5.7,B5.7,19,0.29100934293153624,baseline,ARRA,All CE,6664,6529
B6,B6,7,0.10721396844846072,baseline,ARRA,All CE,6664,6529
B6.1,B6.1,80,1.2253024965538368,baseline,ARRA,All CE,6664,6529
B6.10,B6.10,14,0.21442793689692144,baseline,ARRA,All CE,6664,6529
B6.2,B6.2,4,0.061265124827691836,baseline,ARRA,All CE,6664,6529
B6.3,B6.3,8,0.12253024965538367,baseline,ARRA,All CE,6664,6529
B6.4,B6.4,6,0.09189768724153775,baseline,ARRA,All CE,6664,6529
B6.5,B6.5,10,0.1531628120692296,baseline,ARRA,All CE,6664,6529
B6.6,B6.6,5,0.0765814060346148,baseline,ARRA,All CE,6664,6529
B6.8,B6.8,8,0.12253024965538367,baseline,ARRA,All CE,6664,6529
B6.9,B6.9,5,0.0765814060346148,baseline,ARRA,All CE,6664,6529
B8,B8,1,0.015316281206922959,baseline,ARRA,All CE,6664,6529
A1,"Technical/financial assistance, advice, training & education",247,4.754571703561116,spike window,IRA,All CE,5195,8099
A11,Technical advice and planning assistance,837,16.111645813282003,spike window,IRA,All CE,5195,8099
A12,A12,2,0.03849855630413859,spike window,IRA,All CE,5195,8099
A2,A2,11,0.21174205967276227,spike window,IRA,All CE,5195,8099
A4,A4,1,0.019249278152069296,spike window,IRA,All CE,5195,8099
A5,A5,6,0.11549566891241578,spike window,IRA,All CE,5195,8099
A6,A6,9,0.17324350336862368,spike window,IRA,All CE,5195,8099
A8,A8,47,0.904716073147257,spike window,IRA,All CE,5195,8099
A9,"Information gathering, data analysis & document preparation",1954,37.61308950914341,spike window,IRA,All CE,5195,8099
B1.11,B1.11,40,0.7699711260827719,spike window,IRA,All CE,5195,8099
B1.13,B1.13,38,0.7314725697786333,spike window,IRA,All CE,5195,8099
B1.15,B1.15,160,3.0798845043310874,spike window,IRA,All CE,5195,8099
B1.16,B1.16,46,0.8854667949951877,spike window,IRA,All CE,5195,8099
B1.17,B1.17,21,0.40423484119345526,spike window,IRA,All CE,5195,8099
B1.18,B1.18,4,0.07699711260827719,spike window,IRA,All CE,5195,8099
B1.19,B1.19,67,1.2897016361886429,spike window,IRA,All CE,5195,8099
B1.2,B1.2,32,0.6159769008662175,spike window,IRA,All CE,5195,8099
B1.20,B1.20,118,2.271414821944177,spike window,IRA,All CE,5195,8099
B1.21,B1.21,5,0.09624639076034648,spike window,IRA,All CE,5195,8099
B1.22,B1.22,18,0.34648700673724736,spike window,IRA,All CE,5195,8099
B1.23,B1.23,81,1.5591915303176132,spike window,IRA,All CE,5195,8099
B1.24,B1.24,102,1.9634263715110682,spike window,IRA,All CE,5195,8099
B1.25,B1.25,33,0.6352261790182868,spike window,IRA,All CE,5195,8099
B1.26,B1.26,2,0.03849855630413859,spike window,IRA,All CE,5195,8099
B1.27,B1.27,34,0.6544754571703562,spike window,IRA,All CE,5195,8099
B1.28,B1.28,35,0.6737247353224254,spike window,IRA,All CE,5195,8099
B1.3,Routine maintenance activities,1298,24.985563041385948,spike window,IRA,All CE,5195,8099
B1.30,B1.30,15,0.28873917228103946,spike window,IRA,All CE,5195,8099
B1.31,"Installation of fences, gates, and signs",179,3.445620789220404,spike window,IRA,All CE,5195,8099
B1.32,B1.32,15,0.28873917228103946,spike window,IRA,All CE,5195,8099
B1.33,B1.33,21,0.40423484119345526,spike window,IRA,All CE,5195,8099
B1.34,B1.34,21,0.40423484119345526,spike window,IRA,All CE,5195,8099
B1.35,B1.35,6,0.11549566891241578,spike window,IRA,All CE,5195,8099
B1.36,B1.36,2,0.03849855630413859,spike window,IRA,All CE,5195,8099
B1.4,B1.4,19,0.36573628488931664,spike window,IRA,All CE,5195,8099
B1.5,B1.5,6,0.11549566891241578,spike window,IRA,All CE,5195,8099
B1.6,B1.6,5,0.09624639076034648,spike window,IRA,All CE,5195,8099
B1.7,B1.7,118,2.271414821944177,spike window,IRA,All CE,5195,8099
B1.8,B1.8,8,0.15399422521655437,spike window,IRA,All CE,5195,8099
B1.9,B1.9,10,0.19249278152069296,spike window,IRA,All CE,5195,8099
B2.1,B2.1,72,1.3859480269489894,spike window,IRA,All CE,5195,8099
B2.2,B2.2,115,2.213666987487969,spike window,IRA,All CE,5195,8099
B2.3,B2.3,33,0.6352261790182868,spike window,IRA,All CE,5195,8099
B2.4,B2.4,15,0.28873917228103946,spike window,IRA,All CE,5195,8099
B2.5,B2.5,51,0.9817131857555341,spike window,IRA,All CE,5195,8099
B2.6,B2.6,2,0.03849855630413859,spike window,IRA,All CE,5195,8099
B3,B3,3,0.05774783445620789,spike window,IRA,All CE,5195,8099
B3.1,Site characterization and environmental monitoring,426,8.20019249278152,spike window,IRA,All CE,5195,8099
B3.10,B3.10,6,0.11549566891241578,spike window,IRA,All CE,5195,8099
B3.11,B3.11,87,1.674687199230029,spike window,IRA,All CE,5195,8099
B3.12,B3.12,8,0.15399422521655437,spike window,IRA,All CE,5195,8099
B3.14,B3.14,10,0.19249278152069296,spike window,IRA,All CE,5195,8099
B3.15,B3.15,159,3.060635226179018,spike window,IRA,All CE,5195,8099
B3.16,B3.16,56,1.0779595765158807,spike window,IRA,All CE,5195,8099
B3.2,B3.2,85,1.6361886429258903,spike window,IRA,All CE,5195,8099
B3.3,B3.3,59,1.1357074109720886,spike window,IRA,All CE,5195,8099
B3.6,"Small-scale research, development & demonstration projects",1563,30.086621751684312,spike window,IRA,All CE,5195,8099
B3.7,B3.7,26,0.5004812319538018,spike window,IRA,All CE,5195,8099
B3.8,B3.8,30,0.5774783445620789,spike window,IRA,All CE,5195,8099
B3.9,B3.9,18,0.34648700673724736,spike window,IRA,All CE,5195,8099
B4.1,B4.1,4,0.07699711260827719,spike window,IRA,All CE,5195,8099
B4.10,B4.10,8,0.15399422521655437,spike window,IRA,All CE,5195,8099
B4.11,B4.11,71,1.3666987487969202,spike window,IRA,All CE,5195,8099
B4.12,B4.12,26,0.5004812319538018,spike window,IRA,All CE,5195,8099
B4.13,B4.13,45,0.8662175168431184,spike window,IRA,All CE,5195,8099
B4.2,B4.2,49,0.9432146294513956,spike window,IRA,All CE,5195,8099
B4.3,B4.3,17,0.3272377285851781,spike window,IRA,All CE,5195,8099
B4.4,B4.4,57,1.09720885466795,spike window,IRA,All CE,5195,8099
B4.6,B4.6,110,2.1174205967276225,spike window,IRA,All CE,5195,8099
B4.7,B4.7,30,0.5774783445620789,spike window,IRA,All CE,5195,8099
B4.8,B4.8,12,0.23099133782483156,spike window,IRA,All CE,5195,8099
B4.9,B4.9,38,0.7314725697786333,spike window,IRA,All CE,5195,8099
B5.1,Actions to conserve energy or water,358,6.891241578440808,spike window,IRA,All CE,5195,8099
B5.12,B5.12,9,0.17324350336862368,spike window,IRA,All CE,5195,8099
B5.13,B5.13,10,0.19249278152069296,spike window,IRA,All CE,5195,8099
B5.14,B5.14,27,0.519730510105871,spike window,IRA,All CE,5195,8099
B5.15,B5.15,83,1.5976900866217516,spike window,IRA,All CE,5195,8099
B5.16,B5.16,154,2.9643888354186716,spike window,IRA,All CE,5195,8099
B5.17,B5.17,32,0.6159769008662175,spike window,IRA,All CE,5195,8099
B5.18,B5.18,15,0.28873917228103946,spike window,IRA,All CE,5195,8099
B5.19,B5.19,29,0.5582290664100096,spike window,IRA,All CE,5195,8099
B5.2,B5.2,15,0.28873917228103946,spike window,IRA,All CE,5195,8099
B5.20,B5.20,15,0.28873917228103946,spike window,IRA,All CE,5195,8099
B5.21,B5.21,1,0.019249278152069296,spike window,IRA,All CE,5195,8099
B5.22,B5.22,13,0.2502406159769009,spike window,IRA,All CE,5195,8099
B5.23,B5.23,162,3.1183830606352263,spike window,IRA,All CE,5195,8099
B5.25,B5.25,20,0.3849855630413859,spike window,IRA,All CE,5195,8099
B5.3,B5.3,9,0.17324350336862368,spike window,IRA,All CE,5195,8099
B5.4,B5.4,9,0.17324350336862368,spike window,IRA,All CE,5195,8099
B5.5,B5.5,8,0.15399422521655437,spike window,IRA,All CE,5195,8099
B5.6,B5.6,6,0.11549566891241578,spike window,IRA,All CE,5195,8099
B5.7,B5.7,6,0.11549566891241578,spike window,IRA,All CE,5195,8099
B6,B6,1,0.019249278152069296,spike window,IRA,All CE,5195,8099
B6.1,B6.1,54,1.039461020211742,spike window,IRA,All CE,5195,8099
B6.10,B6.10,1,0.019249278152069296,spike window,IRA,All CE,5195,8099
B6.2,B6.2,2,0.03849855630413859,spike window,IRA,All CE,5195,8099
B6.4,B6.4,5,0.09624639076034648,spike window,IRA,All CE,5195,8099
B6.8,B6.8,5,0.09624639076034648,spike window,IRA,All CE,5195,8099
B6.9,B6.9,1,0.019249278152069296,spike window,IRA,All CE,5195,8099
A020,A020,1,0.012347203358439314,baseline,IRA,All CE,5195,8099
A1,"Technical/financial assistance, advice, training & education",239,2.950981602666996,baseline,IRA,All CE,5195,8099
A11,Technical advice and planning assistance,654,8.075070996419312,baseline,IRA,All CE,5195,8099
A12,A12,6,0.07408322015063588,baseline,IRA,All CE,5195,8099
A13,A13,1,0.012347203358439314,baseline,IRA,All CE,5195,8099
A14,A14,3,0.03704161007531794,baseline,IRA,All CE,5195,8099
A2,A2,11,0.13581923694283246,baseline,IRA,All CE,5195,8099
A4,A4,2,0.024694406716878628,baseline,IRA,All CE,5195,8099
A5,A5,14,0.17286084701815038,baseline,IRA,All CE,5195,8099
A6,A6,3,0.03704161007531794,baseline,IRA,All CE,5195,8099
A7,A7,1,0.012347203358439314,baseline,IRA,All CE,5195,8099
A8,A8,52,0.6420545746388443,baseline,IRA,All CE,5195,8099
A9,"Information gathering, data analysis & document preparation",1882,23.23743672058279,baseline,IRA,All CE,5195,8099
B1,B1,2,0.024694406716878628,baseline,IRA,All CE,5195,8099
B1.10,B1.10,1,0.012347203358439314,baseline,IRA,All CE,5195,8099
B1.11,B1.11,60,0.7408322015063588,baseline,IRA,All CE,5195,8099
